frequency_thz,wavelength_um,epsilon_silver_real,epsilon_silver_imag,epsilon_pi_real,epsilon_pi_imag,pi_thickness_um,output_medium,epsilon_aperture_real,epsilon_aperture_imag,order_x,order_y,harmonics,full_modal_dimension,grid_x,grid_y,cascade,solver,symmetry_requested,shell_radial_mapping,runtime_seconds,reflectance,transmittance,absorptance,passivity_warning,reduced_dimension,symmetry_applied,symmetry,irrep,symmetry_invariance_residual,symmetry_magnetic_residual,symmetry_magnetic_modes_projected,shell_radial_mapping_requested,model,lattice,cell_length_x_um,cell_length_y_um,sites_per_cell,factorization,backend_factorization_scheme,minimum_mapping_jacobian,effective_radial_slope,study
1.95,153.73972205128206,-209613.24967659923,467056.0156994129,3.5,0.009,,PI,1.0,0.0,28,28,3249,6498,256,256,redheffer,nvm,True,,6.769311701995321,0.11174273422362797,0.8658115825914554,0.022445683184916576,False,1625,True,c2v,,1.6722439831574151e-09,4.187803602455125e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,convergence
1.95,153.73972205128206,-209613.24967659923,467056.0156994129,3.5,0.009,,PI,1.0,0.0,32,32,4225,8450,256,256,redheffer,nvm,True,,10.93653363300109,0.10949424189998169,0.8832197815415014,0.007285976558516927,False,2113,True,c2v,,2.4182517059372064e-09,9.970622368954318e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,convergence
1.95,153.73972205128206,-209613.24967659923,467056.0156994129,3.5,0.009,,PI,1.0,0.0,33,33,4489,8978,256,256,redheffer,nvm,True,,13.078326998998818,0.10850557520779379,0.8861407286237735,0.005353696168432731,False,2245,True,c2v,,2.566672577057468e-09,6.288554077802651e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,convergence
1.95,153.73972205128206,-209613.24967659923,467056.0156994129,3.5,0.009,,PI,1.0,0.0,34,34,4761,9522,256,256,redheffer,nvm,True,,15.440565498996875,0.11051205019002544,0.8725744078533961,0.01691354195657846,False,2381,True,c2v,,2.7289504691394364e-09,6.35161019682501e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,convergence
