frequency_thz,wavelength_um,epsilon_silver_real,epsilon_silver_imag,epsilon_pi_real,epsilon_pi_imag,pi_thickness_um,output_medium,epsilon_aperture_real,epsilon_aperture_imag,order_x,order_y,harmonics,full_modal_dimension,grid_x,grid_y,cascade,solver,symmetry_requested,shell_radial_mapping,staircase_grid,asr_interval_allocation,nv_boundary_samples,nv_neighbors,nv_power,nv_coordinate_rule,runtime_seconds,reflectance,transmittance,absorptance,passivity_warning,reduced_dimension,symmetry_applied,symmetry,irrep,symmetry_invariance_residual,symmetry_magnetic_residual,symmetry_magnetic_modes_projected,shell_radial_mapping_requested,model,lattice,cell_length_x_um,cell_length_y_um,sites_per_cell,factorization,backend_factorization_scheme,minimum_mapping_jacobian,effective_radial_slope,study
1.95,153.73972205128206,-209613.24967659923,467056.0156994129,3.5,0.009,,PI,1.0,0.0,1,1,9,18,48,48,redheffer,paper-asr-nv,False,,12,cube-root,256,16,2.0,paper-disclosed,10.360936950994073,0.9835436347855998,1.1416263595978706e-05,0.016444948950804214,False,,False,,,,,,auto,peng-stepped-asr-nv-primitive,square,62.0,62.0,1,Peng-Eq7-stepped-ASR+Eq8-10-IDW-NV,peng-eq7-asr+eq8-10-nv-idw-paper-disclosed,1.0000000000000019e-06,,smoke
