profile,label,frequency_THz,order,harmonics,grid,epsilon_real,epsilon_imag,R_x,T_x,A_x,balance_x,polarization_delta_T,minimum_jacobian,elapsed_s,revision
weiss2009,matched coordinates + ASR,350.0,12,625,52,-37.752254168456176,1.4978488245239459,0.5883092230129262,0.3595710126456738,0.05211976434139998,0.9478802356586,,0.00034685720665120906,15.81674430007115,weiss2009-v1-fixed-interface-eq41
weiss2009,matched coordinates + ASR,370.0,12,625,52,-33.6814911003288,1.2680462516358566,0.9258650398506593,0.002678073552949949,0.07145688659639078,0.9285431134036092,,0.00034685720665120906,14.488134500104934,weiss2009-v1-fixed-interface-eq41
