frequency_thz,wavelength_um,epsilon_silver_real,epsilon_silver_imag,epsilon_pi_real,epsilon_pi_imag,pi_thickness_um,output_medium,epsilon_aperture_real,epsilon_aperture_imag,order_x,order_y,harmonics,full_modal_dimension,grid_x,grid_y,cascade,solver,symmetry_requested,shell_radial_mapping,runtime_seconds,reflectance,transmittance,absorptance,passivity_warning,reduced_dimension,symmetry_applied,symmetry,irrep,symmetry_invariance_residual,symmetry_magnetic_residual,symmetry_magnetic_modes_projected,shell_radial_mapping_requested,model,lattice,cell_length_x_um,cell_length_y_um,sites_per_cell,factorization,backend_factorization_scheme,minimum_mapping_jacobian,effective_radial_slope,study
2.55,117.56566980392158,-187314.6664106128,319166.0582035223,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,21.74353324600088,0.2545208359273104,0.7353290940216465,0.01015007005104318,False,3281,True,c2v,,2.716528989159478e-09,5.071651392853342e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
2.575,116.42425553398058,-186373.83058954793,314479.837936071,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,21.91770652800915,0.2998259116619385,0.6898509391823094,0.010323149155752054,False,3281,True,c2v,,2.6915756757362795e-09,4.804758395583922e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
2.6,115.30479153846154,-185433.3573761262,309884.34325253527,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,21.70477534699603,0.3248831000250393,0.6635643184516027,0.01155258152335803,False,3281,True,c2v,,2.7154040127945915e-09,4.6126283941085064e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
2.625,114.20665066666668,-184493.3781697827,305377.1994872184,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,22.310273862007307,0.3070711059822615,0.6818010501264825,0.011127843891255984,False,3281,True,c2v,,2.646889814470706e-09,4.8293085307297404e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
2.6500000000000004,113.12922943396225,-183554.02158886305,300956.11702458654,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,22.064572903997032,0.30143870551754165,0.6875930993038062,0.010968195178652218,False,3281,True,c2v,,2.5542516315798703e-09,4.778291438951666e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
2.675,112.07194691588786,-182615.4134786391,296618.88733798143,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,21.71838166899397,0.30119182432085406,0.6878790380756847,0.010929137603461259,False,3281,True,c2v,,2.598255180069706e-09,5.2819443412742926e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
2.7,111.0342437037037,-181677.67692106962,292363.37925121275,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,22.01292951000505,0.30391912126002185,0.6851215911797839,0.010959287560194264,False,3281,True,c2v,,2.527568113096647e-09,4.7182141774570305e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
2.725,110.0155809174312,-180740.9322462362,288187.53540860605,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,22.37932788200851,0.30856953914744745,0.6803957482137312,0.011034712638821387,False,3281,True,c2v,,2.514021360311536e-09,4.291200610605717e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
2.75,109.01543927272728,-179805.29704538308,284089.3689401276,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,22.35674545400252,0.31461548528901856,0.6742432604833334,0.011141254227648001,False,3281,True,c2v,,2.4781232633832264e-09,4.002927528049549e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
2.7750000000000004,108.03331819819819,-178870.88618549224,280066.9603091753,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,21.922331647001556,0.32176766722473144,0.6669630789206243,0.011269253854644279,False,3281,True,c2v,,2.472196773104927e-09,4.12890868969806e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
2.8,107.068735,-177937.8118253239,276118.45433151425,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,21.91492061399913,0.3298588299056257,0.6587293304613447,0.011411839633029497,False,3281,True,c2v,,2.3882068298293197e-09,3.874780105637742e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
2.825,106.12122407079646,-177006.18343285483,272242.0573546465,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,21.790928488000645,0.33878990445114265,0.6496457654899453,0.011564330058911998,False,3281,True,c2v,,2.4372432376615957e-09,4.026335673848613e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
2.85,105.19033614035088,-176076.1078040479,268436.034587666,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,22.12893742400047,0.3485025965150602,0.6397734924948929,0.011723910990046882,False,3281,True,c2v,,2.372730940422123e-09,3.572417150450025e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
2.875,104.2756375652174,-175147.68908288635,264698.70757233637,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,22.02816449200327,0.35896439353275456,0.6291463420267992,0.011889264440446246,False,3281,True,c2v,,2.3068196617631514e-09,3.54468029178057e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
2.9000000000000004,103.3767096551724,-174221.02878260778,261028.45178677188,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,22.233440304000396,0.37015990789997044,0.6177799968287269,0.012060095271302695,False,3281,True,c2v,,2.311598529893341e-09,3.810794590923641e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
2.925,102.49314803418804,-173296.22580807505,257423.6943736969,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,22.260131188988453,0.3820856636979471,0.6056777432577144,0.01223659304433855,False,3281,True,c2v,,2.252356161537971e-09,3.504731330131334e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
2.95,101.6245620338983,-172373.37647921965,253882.91198579536,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,22.51531439399696,0.39474684036339075,0.5928342336500801,0.012418925986529161,False,3281,True,c2v,,2.2169543643980857e-09,3.355983970275522e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
2.975,100.77057411764706,-171452.574555499,250404.6287411804,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,28.426227228002972,0.40815515037353933,0.5792379964148237,0.012606853211637015,False,3281,True,c2v,,2.273047346414316e-09,3.605398525631132e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
3.0,99.93081933333333,-170533.91126130457,246987.41428246658,3.5,0.009,,PI,1.0,0.0,40,40,6561,13122,256,256,redheffer,nvm,True,,28.798248175997287,0.42232735886647266,0.5648731643592537,0.012799476774273622,False,3281,True,c2v,,2.2202685521031677e-09,3.447285112081478e-08,True,auto,analytic-nvm-primitive,square,62.0,62.0,1,analytic-concentric-NVM,concentric-normal-vector,,,spectrum
