profile,label,frequency_THz,order,harmonics,grid,epsilon_real,epsilon_imag,R_x,T_x,A_x,R0_x,T0_x,balance_x,polarization_delta_T,minimum_jacobian,elapsed_s,revision,R_y,T_y,A_y,R0_y,T0_y,balance_y,device,torch_version
weiss2009,matched coordinates + ASR,314.3150539701,12,625,256,-47.03383556511832,2.0673839604234265,0.20263029188303733,0.7794110725249115,0.01795863559205113,0.20263029188303733,0.7794110725249115,0.9820413644079489,1.5754064719430971e-13,5.101560566760088e-06,2.4127058380981907,weiss2009-v1-fixed-interface-eq41,0.2026302918804777,0.779411072524754,0.017958635594768402,0.2026302918804777,0.779411072524754,0.9820413644052317,cuda,2.6.0+cu124
weiss2009,matched coordinates + ASR,316.8001353346,12,625,256,-46.28457206352675,2.019171286891906,0.21577363575514297,0.7652535644175704,0.018972799827286613,0.21577363575514297,0.7652535644175704,0.9810272001727134,1.5224488336684772e-12,5.101560566760088e-06,2.456421606009826,weiss2009-v1-fixed-interface-eq41,0.21577363575550906,0.765253564416048,0.01897279982844291,0.21577363575550906,0.765253564416048,0.981027200171557,cuda,2.6.0+cu124
weiss2009,matched coordinates + ASR,319.1670018668,12,625,256,-45.58712315113076,1.974635616144789,0.22946104597958938,0.7505598911660154,0.019979062854395213,0.22946104597958938,0.7505598911660154,0.9800209371456048,5.3297366520155265e-12,5.101560566760088e-06,2.4157464129384607,weiss2009-v1-fixed-interface-eq41,0.22946104597294903,0.7505598911713451,0.01997906285570583,0.22946104597294903,0.7505598911713451,0.9800209371442942,cuda,2.6.0+cu124
weiss2009,matched coordinates + ASR,321.5364382867,12,625,256,-44.90425082265586,1.9313534715823748,0.24441742891403828,0.7344303575442939,0.021152213541667853,0.24441742891403828,0.7344303575442939,0.9788477864583321,5.9580118616509026e-12,5.101560566760088e-06,2.400582711910829,weiss2009-v1-fixed-interface-eq41,0.24441742891511156,0.7344303575383359,0.021152213546552612,0.24441742891511156,0.7344303575383359,0.9788477864534474,cuda,2.6.0+cu124
weiss2009,matched coordinates + ASR,324.0215196512,12,625,256,-44.20404668489121,1.8873068562210258,0.2615425886363249,0.7158509055520109,0.022606505811664124,0.2615425886363249,0.7158509055520109,0.9773934941883358,3.8258285428582894e-13,5.101560566760088e-06,2.410325797041878,weiss2009-v1-fixed-interface-eq41,0.26154258863828966,0.7158509055516283,0.022606505810082056,0.26154258863828966,0.7158509055516283,0.977393494189918,cuda,2.6.0+cu124
weiss2009,matched coordinates + ASR,326.3909560711,12,625,256,-43.55123252907665,1.8465482679765939,0.2793973292195905,0.6964411675613894,0.02416150321902011,0.2793973292195905,0.6964411675613894,0.9758384967809799,9.289236047038685e-13,5.101560566760088e-06,2.4345601870445535,weiss2009-v1-fixed-interface-eq41,0.2793973292181722,0.6964411675604605,0.024161503221367342,0.2793973292181722,0.6964411675604605,0.9758384967786327,cuda,2.6.0+cu124
weiss2009,matched coordinates + ASR,328.8760374356,12,625,256,-42.88162560037898,1.8050512368476832,0.2999248799955208,0.6741184975166173,0.025956622487861902,0.2999248799955208,0.6741184975166173,0.9740433775121382,7.460698725481052e-14,5.101560566760088e-06,2.4284123039105907,weiss2009-v1-fixed-interface-eq41,0.299924879991971,0.674118497516692,0.025956622491337122,0.299924879991971,0.674118497516692,0.974043377508663,cuda,2.6.0+cu124
weiss2009,matched coordinates + ASR,331.2454738555,12,625,256,-42.25713202189483,1.7666349850342629,0.3214155902514946,0.650748942963728,0.02783546678477744,0.3214155902514946,0.650748942963728,0.9721645332152226,1.191491350027718e-12,5.101560566760088e-06,2.4182539279572666,weiss2009-v1-fixed-interface-eq41,0.3214155902556391,0.6507489429649195,0.027835466779441487,0.3214155902556391,0.6507489429649195,0.9721645332205586,cuda,2.6.0+cu124
weiss2009,matched coordinates + ASR,333.6123403878,12,625,256,-41.646523994588016,1.7293408055006454,0.3449632747289908,0.6251473531759276,0.02988937209508158,0.3449632747289908,0.6251473531759276,0.9701106279049184,2.3288038164537284e-12,5.101560566760088e-06,2.418793863034807,weiss2009-v1-fixed-interface-eq41,0.34496327473208205,0.6251473531735988,0.029889372094319078,0.34496327473208205,0.6251473531735988,0.9701106279056808,cuda,2.6.0+cu124
weiss2009,matched coordinates + ASR,336.0999916399,12,625,256,-41.01857929737144,1.691266006764551,0.3721962666447539,0.5955328308346856,0.03227090252056053,0.3721962666447539,0.5955328308346856,0.9677290974794395,2.9616309404900676e-12,5.101560566760088e-06,2.4443844800116494,weiss2009-v1-fixed-interface-eq41,0.37219626664842215,0.5955328308376472,0.03227090251393061,0.37219626664842215,0.5955328308376472,0.9677290974860693,cuda,2.6.0+cu124
