profile,label,frequency_THz,order,harmonics,grid,epsilon_real,epsilon_imag,R_x,T_x,A_x,R0_x,T0_x,balance_x,polarization_delta_T,minimum_jacobian,elapsed_s,revision
identity,matched coordinates (no ASR),619.5,11,529,1024,4.0,0.0,0.12640687033511583,0.8734400598310265,0.0001530698338577663,0.046222030496489375,0.7778269305365584,0.9998469301661423,,0.011858962778146465,109.71357361297123,weiss2009-v1-fixed-interface-eq41
identity,matched coordinates (no ASR),619.5,14,841,1024,4.0,0.0,0.12651033676580087,0.8734023717811058,8.729145309327446e-05,0.04626103601004916,0.7777348969393392,0.9999127085469066,,0.011858962778146465,202.9108180841431,weiss2009-v1-fixed-interface-eq41
weiss2009,matched coordinates + ASR,619.5,11,529,512,4.0,0.0,0.17676105421775937,0.9559845273256334,-0.13274558154339278,0.05585565631281899,0.8194482454079336,1.1327455815433929,,1.2302054877744335e-06,92.46780612599105,weiss2009-v1-fixed-interface-eq41
weiss2009,matched coordinates + ASR,619.5,14,841,512,4.0,0.0,0.16974025408864418,0.9230513065523014,-0.09279156064094551,0.05905381291975051,0.7968006686769007,1.0927915606409455,,1.2302054877744335e-06,157.35078107216395,weiss2009-v1-fixed-interface-eq41
