study,method,factorization_rules,frequency_GHz,wavelength_mm,order_x,order_y,harmonics,modal_dimension,grid_x,grid_y,quadrature_grid,asr_G,cascade,dtype,device,propagating_orders_air,R00,T00,R_total,T_total,delta_R,delta_T,A_total,power_balance,passivity_violation,cond_T,elapsed_s,numerics_revision
fig8,ASR-FR,True,11.6,25.844177413793105,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,5,0.13598994976602832,0.39896367097893076,0.3669684209086721,0.6301960432704221,0.23097847114264378,0.23123237229149135,0.002835535820905788,0.9971644641790942,0.0,,0.1599903500173241,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,11.76,25.492555952380954,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,5,0.13855739232924974,0.3951130009916814,0.37013422207125024,0.6269554434723663,0.2315768297420005,0.23184244248068492,0.0029103344563834455,0.9970896655436166,0.0,,0.1607690320815891,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,11.92,25.150373993288593,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,5,0.14076818327465546,0.3921669135121398,0.37266132399459595,0.6243374637075783,0.2318931407199405,0.23217055019543847,0.003001212297825795,0.9969987877021742,0.0,,0.16110110189765692,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,12.0,24.982704833333333,8,8,289,578,256,256,4096,0.001,redheffer,complex128,cuda,5,0.1417569346253857,0.3910188989682274,0.3737009653182471,0.6232462810319245,0.2319440306928614,0.23222738206369709,0.003052753649828377,0.9969472463501716,0.0,,0.15151212504133582,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,12.08,24.817256456953643,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,5,0.142674754664351,0.3900867660465146,0.37459506736932896,0.6222964059025458,0.23192031270497795,0.23220963985603116,0.003108526728125227,0.9968914732718748,0.0,,0.1644847651477903,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,12.24,24.492847875816995,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,5,0.14431198063611436,0.38888787717674045,0.3759445445118257,0.6208218320157083,0.23163256387571132,0.23193395483896784,0.0032336234724660295,0.996766376527534,0.0,,0.1601890088059008,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,12.4,24.17681112903226,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,5,0.1456987286082507,0.38864264106795765,0.3766818014587516,0.6199393280959715,0.23098307285050088,0.23129668702801387,0.003378870445276849,0.9966211295547232,0.0,,0.16238811891525984,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,12.5,23.983396640000002,8,8,289,578,256,256,4096,0.001,redheffer,complex128,cuda,5,0.1464399378738244,0.38903322967332443,0.3768019805458329,0.6197166063707595,0.23036204267200852,0.2306833766974351,0.0034814130834075474,0.9965185869165925,0.0,,0.15123844309709966,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,12.56,23.86882627388535,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,5,0.14683701253298942,0.3894931783312148,0.3767349960993054,0.6197171551588435,0.22989798356631597,0.23022397682762874,0.0035478487418511007,0.9964521512581489,0.0,,0.163064728025347,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,12.72,23.568589465408806,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,5,0.14770809056828904,0.39167720564900277,0.3759733257876804,0.6202809381529251,0.22826523521939135,0.2286037325039223,0.0037457360593945443,0.9962542639406055,0.0,,0.1617437091190368,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,12.88,23.27581195652174,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,5,0.14826372118532224,0.3955755593409367,0.3741785708739793,0.6218414556776715,0.22591484968865708,0.22626589633673477,0.003979973448349217,0.9960200265516508,0.0,,0.15975079918280244,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,13.0,23.06095830769231,8,8,289,578,256,256,4096,0.001,redheffer,complex128,cuda,5,0.14841866941125656,0.399979275155075,0.3719465766069934,0.6238675733958656,0.2235279071957368,0.22388829824079065,0.004185849997141,0.995814150002859,0.0,,0.14980292785912752,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,13.040000000000001,22.99021917177914,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,5,0.14840853335187407,0.40179915981690717,0.3709922522438268,0.624746349021477,0.22258371889195275,0.2229471892045698,0.00426139873469622,0.9957386012653038,0.0,,0.16023561009205878,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,13.200000000000001,22.711549848484847,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,5,0.14796429345180145,0.4113539105239916,0.3658143805853006,0.6295794139350213,0.21785008713349913,0.21822550341102964,0.00460620547967816,0.9953937945203218,0.0,,0.1703069480136037,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,13.36,22.43955523952096,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,5,0.14659370163947327,0.42597234367449394,0.3575978832278349,0.6373626774372633,0.21100418158836165,0.21139033376276933,0.005039439334901807,0.9949605606650982,0.0,,0.1699701310135424,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,13.5,22.206848740740742,8,8,289,578,256,256,4096,0.001,redheffer,complex128,cuda,5,0.1441206644159137,0.44535626127947353,0.34642443245320764,0.6480533677990191,0.20230376803729394,0.2026971065195456,0.005522199747773238,0.9944778002522268,0.0,,0.1503619581926614,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,13.52,22.173998372781067,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,5,0.14362403015877825,0.44883573735708676,0.3443963819413938,0.6500021702545722,0.20077235178261557,0.20116643289748543,0.005601447804034043,0.994398552195966,0.0,,0.17031571082770824,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,13.68,21.9146533625731,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,5,0.13758966045741994,0.4863167143801377,0.322258862581963,0.6713813362186138,0.18466920212454307,0.18506462183847616,0.006359801199423143,0.9936401988005769,0.0,,0.17241979809477925,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,13.84,21.661304768786128,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,5,0.12484085701610034,0.5527790186402006,0.2821273932696981,0.7104454949231918,0.15728653625359776,0.15766647628299113,0.007427111807110087,0.9925728881928899,0.0,,0.16651687305420637,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,14.0,21.413747,8,8,289,578,256,256,4096,0.001,redheffer,complex128,cuda,5,0.09415422670232447,0.6861090389970149,0.19940701656151222,0.7916750069820735,0.10525278985918775,0.10556596798505857,0.008917976456414234,0.9910820235435858,0.0,,0.15219750301912427,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,14.0,21.413747,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,5,0.09415422670232168,0.6861090389970205,0.19940701656149445,0.7916750069820535,0.10525278985917277,0.10556596798503304,0.008917976456451981,0.991082023543548,0.0,,0.1699636410921812,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,14.16,21.171783757062148,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.019366288100451375,0.7881246805459999,0.11262692438796956,0.8815370881267233,0.09326063628751818,0.09341240758072333,0.005835987485307115,0.9941640125146929,0.0,,0.16760023403912783,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,14.32,20.93522751396648,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.034074541236700055,0.6809051225090783,0.1744628228779499,0.8215432064762976,0.14038828164124983,0.14063808396721933,0.003993970645752465,0.9960060293542475,0.0,,0.16092461603693664,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,14.48,20.70389903314917,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.04048898690817251,0.6475381705029779,0.19460204505892376,0.8019358381461672,0.15411305815075124,0.1543976676431893,0.0034621167949090426,0.996537883205091,0.0,,0.15932626998983324,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,14.5,20.675341931034485,8,8,289,578,256,256,4096,0.001,redheffer,complex128,cuda,9,0.04108174952237541,0.6446982340526187,0.19633887104104028,0.8002431655642428,0.1552571215186649,0.15554493151162407,0.003417963394716894,0.9965820366052831,0.0,,0.15019522700458765,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,14.64,20.477626912568304,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.04447636674746814,0.6291065424542482,0.2059419449891874,0.7908786028077529,0.16146557824171925,0.16177206035350467,0.003179452203059707,0.9968205477969403,0.0,,0.16140492889098823,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,14.8,20.25624716216216,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.047268615004637,0.617064110113551,0.21344031842185665,0.7835585723971855,0.16617170341721965,0.16649446228363451,0.0030011091809578616,0.9969988908190421,0.0,,0.16085384879261255,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,14.96,20.03960280748663,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.049354021569442824,0.6084863018561644,0.21882637373845887,0.7782946109754353,0.16947235216901604,0.16980830911927092,0.0028790152861057905,0.9971209847138942,0.0,,0.1610573260113597,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,15.0,19.98616386666667,8,8,289,578,256,256,4096,0.001,redheffer,complex128,cuda,9,0.04979638286765354,0.6067099061500971,0.21994653115437157,0.7771989792783742,0.17015014828671804,0.1704890731282771,0.0028544895672542037,0.9971455104327458,0.0,,0.15662513091228902,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,15.120000000000001,19.827543518518517,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.05097652124274854,0.602042015578399,0.2228977463035176,0.7743104650739796,0.17192122506076907,0.17226844949558062,0.0027917886225028443,0.9972082113774972,0.0,,0.164756532991305,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,15.280000000000001,19.619925261780104,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.052275030352725994,0.5970224136749896,0.2260835797799377,0.7711881376301457,0.17380854942721172,0.17416572395515606,0.002728282589916642,0.9972717174100834,0.0,,0.16218738607130945,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,15.44,19.416609974093266,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.05333576829346132,0.5930096974609342,0.22863890666222386,0.768679006260648,0.17530313836876255,0.17566930879971376,0.002682087077128137,0.9973179129228719,0.0,,0.15995934302918613,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,15.5,19.341448903225807,8,8,289,578,256,256,4096,0.001,redheffer,complex128,cuda,9,0.05368450091621527,0.5917072776671944,0.2294697508420636,0.7678618755618838,0.17578524992584835,0.17615459789468935,0.0026683735960526533,0.9973316264039473,0.0,,0.15536714205518365,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,15.6,19.217465256410257,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.054215631630884095,0.5897393440569366,0.23072628026451175,0.7666244365507501,0.17651064863362764,0.17688509249381346,0.002649283184738227,0.9973507168152618,0.0,,0.1622538771480322,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,15.76,19.022364086294417,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.054953932718844994,0.5870347141353356,0.23245483340644013,0.7649177661385664,0.17750090068759514,0.17788305200323085,0.0026274004549934338,0.9973725995450066,0.0,,0.16034372197464108,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,15.92,18.831184547738694,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.055578818831243125,0.5847729056606868,0.23390080890013926,0.763484299161421,0.17832199006889612,0.17871139350073417,0.0026148919384396674,0.9973851080615603,0.0,,0.16000173706561327,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,16.0,18.737028625,8,8,289,578,256,256,4096,0.001,redheffer,complex128,cuda,9,0.05585542909996643,0.5837794508448559,0.2345356205933158,0.7628525273117265,0.17868019149334938,0.17907307646687054,0.002611852094957734,0.9973881479050423,0.0,,0.15161306597292423,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,16.08,18.643809577114432,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.05611101840990407,0.5828655827623538,0.23511914580921875,0.7622699915984944,0.17900812739931468,0.17940440883614062,0.0026108625922868223,0.9973891374077132,0.0,,0.16030537406913936,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,16.240000000000002,18.46012672413793,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.05656614303047946,0.5812475787886305,0.23615038855200446,0.7612346712052511,0.179584245521525,0.1799870924166206,0.0026149402427444457,0.9973850597572556,0.0,,0.1623021389823407,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,16.4,18.28002792682927,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.05695616294443795,0.5798697976154291,0.23702498644088268,0.760347768849843,0.18006882349644474,0.1804779712344139,0.0026272447092743345,0.9973727552907257,0.0,,0.16190380998887122,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,16.5,18.16923987878788,8,8,289,578,256,256,4096,0.001,redheffer,complex128,cuda,9,0.05717109018541012,0.5791135763905843,0.23750258071196984,0.759858035579371,0.18033149052655972,0.1807444591887868,0.0026393837086591265,0.9973606162913409,0.0,,0.15224551502615213,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,16.560000000000002,18.103409299516905,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.05729038861449278,0.5786946112387343,0.23776605411208745,0.7595854988432095,0.18047566549759467,0.18089088760447514,0.0026484470447030173,0.997351552955297,0.0,,0.16589294490404427,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,16.72,17.930170933014356,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.05757615016975565,0.5776927537048216,0.23839117773948887,0.7589288821464193,0.18081502756973322,0.18123612844159764,0.0026799401140917833,0.9973200598859082,0.0,,0.16096703987568617,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,16.880000000000003,17.760216706161135,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.05781929984157201,0.5768410995300894,0.23891360760011512,0.7583622166158053,0.18109430775854313,0.18152111708571583,0.0027241757840795744,0.9972758242159204,0.0,,0.16104966402053833,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,17.0,17.634850470588237,8,8,289,578,256,256,4096,0.001,redheffer,complex128,cuda,9,0.05797661693900022,0.576289513652944,0.23924400568523763,0.7579878940743571,0.1812673887462374,0.18169838042141306,0.0027681002404053023,0.9972318997595947,0.0,,0.15217704302631319,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,17.04,17.593454107981223,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.05802464674943467,0.5761208568873138,0.23934307853403344,0.7578716571751211,0.18131843178459878,0.1817508002878072,0.0027852642908454683,0.9972147357091545,0.0,,0.15985443582758307,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,17.200000000000003,17.42979406976744,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.058196484979312534,0.5755155971412202,0.2396865824873246,0.7574434914522021,0.18149009750801207,0.18192789431098189,0.0028699260604732046,0.9971300739395268,0.0,,0.16146136401221156,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,17.36,17.269150806451613,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.05833956967176868,0.5750079798943614,0.23994999416676804,0.7570615183483532,0.18161042449499937,0.18205353845399186,0.002988487484878677,0.9970115125151213,0.0,,0.1611675308085978,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,17.5,17.1309976,8,8,289,578,256,256,4096,0.001,redheffer,complex128,cuda,9,0.058446882240551494,0.5746244947663559,0.24012247674015158,0.7567477899651657,0.18167559449960008,0.18212329519880976,0.0031297332946826906,0.9968702667053173,0.0,,0.15242463420145214,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,17.52,17.111441666666668,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.05846133102426754,0.5745727660988048,0.2401435714099763,0.7567033598729782,0.18168224038570877,0.1821305937741734,0.0031530687170454597,0.9968469312829545,0.0,,0.160770544083789,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,17.68,16.95658699095023,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.05857585794545619,0.5741648130990188,0.24029894812873823,0.7563414987386865,0.18172309018328203,0.1821766856396677,0.003359553132575299,0.9966404468674247,0.0,,0.16164523106999695,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,17.84,16.804509977578476,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.058701433471747125,0.5737282773075795,0.24049296915038496,0.755978811409981,0.18179153567863782,0.18225053410240155,0.003528219439633995,0.996471780560366,0.0,,0.162035919027403,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,18.0,16.655136555555558,8,8,289,578,256,256,4096,0.001,redheffer,complex128,cuda,9,0.05882643600006838,0.573302608891184,0.24077826440651423,0.7557190637864287,0.18195182840644586,0.18241645489524472,0.0035026718070569896,0.996497328192943,0.0,,0.15296496613882482,fig8-v2-q-modes-separable-quadrature
fig8,ASR-FR,True,18.0,16.655136555555558,8,8,289,578,256,256,4096,0.001,algo2a,complex128,cuda,9,0.05882643600006762,0.573302608891184,0.24077826440651373,0.7557190637864306,0.1819518284064461,0.1824164548952466,0.0035026718070556573,0.9964973281929443,0.0,,0.16224207892082632,fig8-v2-q-modes-separable-quadrature
